1	,	602.69
2	,	604.15
3	,	603.39
4	,	603.77
5	,	605.07
6	,	611.47
7	,	608.46
8	,	610.12
9	,	607.56
10	,	609.45
11	,	609.35
12	,	611.89
13	,	614.43
14	,	613.07
15	,	614.63
16	,	630.64
17	,	635.78
18	,	634.47
19	,	634.97
20	,	638.78
21	,	638.63
22	,	635.72
23	,	635.43
24	,	631.38
25	,	627.67
26	,	629.39
27	,	646.33
28	,	651.56
29	,	647.07
30	,	652.13
31	,	665.01
32	,	679.82
33	,	684.53
34	,	703.66
35	,	701.08
36	,	697.36
37	,	722.51
38	,	725.25
39	,	712.34
40	,	696.89
41	,	701.8
42	,	706.88
43	,	703.03
44	,	706.76
45	,	728.1
46	,	714.61
47	,	715.94
48	,	707.17
49	,	693.02
50	,	700.74
51	,	711.00
52	,	728.86
53	,	744.08
54	,	744.66
55	,	748.08
56	,	732.24
57	,	734.02
58	,	741.88
59	,	739.08
60	,	734.55
61	,	732.71
62	,	728.11
63	,	727.49
64	,	729.2
65	,	729.57
66	,	737.33
67	,	749.47
68	,	766.7
69	,	762.58
70	,	758.91
71	,	749.99
72	,	755.27
73	,	762.03
74	,	768.16
75	,	770.33
76	,	772.55
77	,	767.68
78	,	775.18
79	,	778.31
80	,	776.73
81	,	776.63
82	,	778.66
83	,	786.01
84	,	787.21
85	,	791.41
86	,	793.38
87	,	816.48
88	,	855.94
89	,	897.77
90	,	900.2
91	,	874.03
92	,	898.97
93	,	922.42
94	,	955.98
95	,	967.02
96	,	951.07
97	,	955.73
98	,	987.47
99	,	1013.00
100	,	1020.56
101	,	1088.45
102	,	1005.35
103	,	914.26
104	,	863.89
105	,	913.92
106	,	892.6
107	,	902.61
108	,	820.75
109	,	783.46
110	,	808.51
111	,	826.98
112	,	816.59
113	,	828.25
114	,	878.62
115	,	879.11
116	,	895.00
117	,	893.82
118	,	916.08
119	,	916.63
120	,	920.25
121	,	903.34
122	,	893.11
123	,	907.69
124	,	917.86
125	,	917.53
126	,	915.29
127	,	917.94
128	,	949.19
129	,	970.4
130	,	994.32
131	,	1009.32
132	,	1022.99
133	,	1015.96
134	,	1021.23
135	,	1043.5
136	,	1045.63
137	,	996.61
138	,	977.66
139	,	1008.19
140	,	1002.34
141	,	994.47
142	,	1006.66
143	,	1009.09
144	,	1029.04
145	,	1049.51
146	,	1060.53
147	,	1051.93
148	,	1065.03
149	,	1104.6
150	,	1126.24
151	,	1153.56
152	,	1174.77
153	,	1158.37
154	,	1167.15
155	,	1187.58
156	,	1192.35
157	,	1210.05
158	,	1246.92
159	,	1274.36
160	,	1259.81
161	,	1258.92
162	,	1275.58
163	,	1237.9
164	,	1187.03
165	,	1178.33
166	,	1160.23
167	,	1160.95
168	,	1208.74
169	,	1235.25
170	,	1245.58
171	,	1251.96
172	,	1197.99
173	,	1120.12
174	,	1011.89
175	,	1010.79
176	,	1035.58
177	,	1084.72
178	,	1037.17
179	,	1036.78
180	,	976.65
181	,	923.17
182	,	970.09
183	,	1007.68
184	,	1046.4
185	,	1031.58
186	,	1031.69
187	,	1054.11
188	,	1078.36
189	,	1083.09
190	,	1127.36
191	,	1141.62
192	,	1127.15
193	,	1170.38
194	,	1190.16
195	,	1185.04
196	,	1196.69
197	,	1207.78
198	,	1212.77
199	,	1215.72
200	,	1178.76
201	,	1166.19
202	,	1179.34
203	,	1161.7
204	,	1179.8
205	,	1203.58
206	,	1198.69
207	,	1222.57
208	,	1241.65
209	,	1228.52
210	,	1236.21
211	,	1242.67
212	,	1266.96
213	,	1293.83
214	,	1320.85
215	,	1321.61
216	,	1330.66
217	,	1334.38
218	,	1385.7
219	,	1438.93
220	,	1478.69
221	,	1540.55
222	,	1554.61
223	,	1541.43
224	,	1540.16
225	,	1591.3
226	,	1710.02
227	,	1748.5
228	,	1831.54
229	,	1749.79
230	,	1689.79
231	,	1782.44
232	,	1723.51
233	,	1706.85
234	,	1775.47
235	,	1826.61
236	,	1927.05
237	,	1969.83
238	,	2020.04
239	,	2113.72
240	,	2202.42
241	,	2383.53
242	,	2518.72
243	,	2346.41
244	,	2064.12
245	,	2188.92
246	,	2257.02
247	,	2263.3
248	,	2264.38
249	,	2390.57
250	,	2428.74
251	,	2524.85
252	,	2521.73
253	,	2611.74
254	,	2818.78
255	,	2782.18
256	,	2749.14
257	,	2824.82
258	,	2859.77
259	,	2911.89
260	,	2720.77
261	,	2716.76
262	,	2582.02
263	,	2311.58
264	,	2451.15
265	,	2563.93
266	,	2549.14
267	,	2555.36
268	,	2676.75
269	,	2698.65
270	,	2682.89
271	,	2714.62
272	,	2619.00
273	,	2538.78
274	,	2448.42
275	,	2392.87
276	,	2534.19
277	,	2556.32
278	,	2518.28
279	,	2447.76
280	,	2445.67
281	,	2535.76
282	,	2598.38
283	,	2568.3
284	,	2583.35
285	,	2531.18
286	,	2512.9
287	,	2534.48
288	,	2408.07
289	,	2340.37
290	,	2348.44
291	,	2367.53
292	,	2237.63
293	,	2058.01
294	,	1917.27
295	,	2081.68
296	,	2288.64
297	,	2307.39
298	,	2594.03
299	,	2724.18
300	,	2792.99
301	,	2755.03
302	,	2755.74
303	,	2584.61
304	,	2489.12
305	,	2576.5
306	,	2748.91
307	,	2704.43
308	,	2670.85
309	,	2769.15
310	,	2740.33
311	,	2709.19
312	,	2754.79
313	,	2835.33
314	,	3169.04
315	,	3236.12
316	,	3339.32
317	,	3413.55
318	,	3314.69
319	,	3394.75
320	,	3511.92
321	,	3789.13
322	,	4007.1
323	,	4210.15
324	,	4101.45
325	,	4193.43
326	,	4338.69
327	,	4180.17
328	,	4030.6
329	,	4054.14
330	,	4007.74
331	,	3894.12
332	,	4146.85
333	,	4189.5
334	,	4358.33
335	,	4303.25
336	,	4338.63
337	,	4290.85
338	,	4502.76
339	,	4564.26
340	,	4682.33
341	,	4808.17
342	,	4682.16
343	,	4553.45
344	,	4299.82
345	,	4234.99
346	,	4527.25
347	,	4585.2
348	,	4371.25
349	,	4279.9
350	,	4145.59
351	,	4212.89
352	,	4232.45
353	,	3897.81
354	,	3535.91
355	,	3370.47
356	,	3666.34
357	,	3624.21
358	,	3951.07
359	,	3953.45
360	,	3894.92
